epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1
1,1.5710421880086263,1.5170291662216187,0.4861111111111111,0.3977142857142857,0.43619047619047613
2,1.4311033346034863,1.360374555322859,0.425,0.3117015607156452,0.3113944930846339
3,1.2509895271725124,1.1943875501553218,0.6333333333333333,0.6251205850067078,0.5339546541722565
4,1.0801683885079842,1.0315144456095167,0.7194444444444444,0.7292048591387884,0.6632262715045459
5,0.9332782127239087,0.8848069879743788,0.8138888888888889,0.8349997146266093,0.8018937015827804
6,0.8092592817765695,0.7654301562243038,0.8361111111111111,0.8560560918384195,0.8281341748926719
7,0.711773505475786,0.674153269165092,0.8333333333333334,0.8586902068519716,0.8291282859297565
8,0.6347078583858631,0.6002646983497673,0.8361111111111111,0.8615585539753529,0.8327195600067833
9,0.5644439251334579,0.5358358377383815,0.8388888888888889,0.8654412779200072,0.8383181820504565
10,0.5119728527687214,0.4890190704829163,0.8388888888888889,0.8676833976833978,0.8401866151866153
11,0.4694980705225909,0.4348269985781776,0.8388888888888889,0.8654412779200072,0.8383181820504565
12,0.43040904733869767,0.41925990051693385,0.8333333333333334,0.8613972588676146,0.8337730780418529
13,0.39104926718605887,0.3815406630022658,0.8333333333333334,0.864661638526103,0.8364933944239265
14,0.3631448021641484,0.3536761786788702,0.8416666666666667,0.8715784192288998,0.8468827252439414
15,0.3253311808462496,0.3514417165890336,0.825,0.8578885952352419,0.8308491916815421
16,0.3097488695824588,0.31791794184181427,0.8611111111111112,0.8844665138782787,0.8683685595450301
17,0.27563614933579056,0.304954465230306,0.8416666666666667,0.8693770041227669,0.8494808367689723
18,0.2697732886782399,0.308491355770578,0.8305555555555556,0.8604466129328008,0.838731965803789
19,0.2416718743465565,0.2820266535505652,0.8805555555555555,0.8971733876508482,0.8877411080665282
20,0.22707949976126354,0.2854952423212429,0.8555555555555555,0.8781453673316444,0.8641161143174088
21,0.20519037743409474,0.2941466437756187,0.8472222222222222,0.8712658125856094,0.8563424918754868
22,0.20923639767699773,0.2923594502525197,0.8388888888888889,0.865186558039564,0.8481365646893273
23,0.19145414840292047,0.2746503605972975,0.8583333333333333,0.8793226848215066,0.8670972622268773
24,0.18679361586217527,0.31139444898710483,0.8166666666666667,0.8437381404174573,0.8281151170145478
25,0.1790409454592952,0.31593727884400225,0.8083333333333333,0.8377217553688141,0.8197945845004669
26,0.16426472084389793,0.25514451080622774,0.9027777777777778,0.912433001216665,0.908508982495369
27,0.15514941480424668,0.30486343294485574,0.8388888888888889,0.8584017281486659,0.8496631316661769
28,0.15186660041411718,0.2646253453515884,0.8777777777777778,0.8913549405035829,0.8856529266101286
29,0.15733951137021737,0.25247265272256403,0.8972222222222223,0.9077316948284689,0.9023724185014508
30,0.14194230415202952,0.2619960340541891,0.8722222222222222,0.8873939881441586,0.8805206311457732
31,0.12710051271650527,0.25210798237110593,0.8972222222222223,0.9077316948284689,0.9023724185014508
32,0.12840904883212514,0.27968834100756795,0.8527777777777777,0.871505890959748,0.8625439074910871
33,0.1199890112987271,0.24430375332271473,0.9111111111111111,0.9169158357252656,0.9132193367885986
34,0.12258901466374043,0.2601686018441493,0.8888888888888888,0.8987907070098851,0.8935889072875374
35,0.12057882834363867,0.23183915308521438,0.9111111111111111,0.9192687176432021,0.914705913351317
36,0.1104656680866524,0.24463920310501838,0.9166666666666666,0.9190095799902853,0.9163335810748862
37,0.10985779767787016,0.22054318234246845,0.9333333333333333,0.9354631018481971,0.9329696002151989
38,0.11105743889455442,0.24115601246659127,0.9333333333333333,0.9325273738385548,0.9309522987116161
39,0.10579540663295323,0.23751645385184222,0.9333333333333333,0.9332982689986851,0.9314900540975437
40,0.10304624521070056,0.21203576212412575,0.9444444444444444,0.9431666692148919,0.9419722243457431
41,0.10149167737475148,0.24493781509291795,0.9,0.9070475158687167,0.9003650615071924
42,0.10301773672302564,0.19419189896434547,0.95,0.9485069597069596,0.9477557997557997
43,0.09363196586017256,0.20573007913513316,0.9444444444444444,0.9431315318708219,0.9424881524024732
44,0.10346659035594374,0.23594765987040267,0.9333333333333333,0.9309070693968312,0.929806355971463
45,0.08385384524310077,0.19418489910118902,0.9472222222222222,0.9455142905032666,0.9446350827235057
46,0.08974902972027107,0.2494000207542235,0.925,0.9213009965698665,0.9199818016034977
47,0.08362319764715653,0.21053090646940595,0.9388888888888889,0.9346969395410077,0.9339528759740956
48,0.08412797997395198,0.20610020228842688,0.9388888888888889,0.9346969395410077,0.9339528759740956
49,0.07060794090783154,0.20905590878877167,0.9444444444444444,0.9410483870967742,0.9404569892473118
50,0.0822457605489978,0.18012573508312926,0.9555555555555556,0.9532553468037339,0.9531096143999369
51,0.07271644451000073,0.1996253270798156,0.9527777777777777,0.9502619985170128,0.9499877655625962
52,0.08220607108540005,0.2168847766239196,0.9361111111111111,0.9314538920125883,0.9306517311173115
53,0.06680541638698843,0.18394591909147695,0.9444444444444444,0.9410483870967742,0.9404569892473118
54,0.07677013117957998,0.18508210326027538,0.9444444444444444,0.9410483870967742,0.9404569892473118
55,0.06631788147820367,0.18364898450801978,0.9472222222222222,0.9441599188381836,0.9436626774631921
56,0.07297268918267003,0.18497262887993,0.9388888888888889,0.9346969395410077,0.9339528759740956
57,0.0645974582268132,0.19552688856040024,0.9472222222222222,0.9441599188381836,0.9436626774631921
58,0.06019290751881069,0.15669303670357396,0.9555555555555556,0.9532553468037339,0.9531096143999369
59,0.0605698279760502,0.20671548236601262,0.9361111111111111,0.9314538920125883,0.9306517311173115
60,0.06034183435969882,0.17275158952300748,0.9388888888888889,0.9346969395410077,0.9339528759740956
61,0.06485545069531158,0.20180418262736768,0.9333333333333333,0.9281637717121589,0.9273159636062862
62,0.06320163717976322,0.17007892792203672,0.9416666666666667,0.9378945726880961,0.9372208339197168
63,0.060652781857384576,0.19830171735569213,0.9333333333333333,0.9281637717121589,0.9273159636062862
64,0.06457369305469372,0.147136982448218,0.9527777777777777,0.9502619985170128,0.9499877655625962
65,0.059189369915812105,0.17909102445636463,0.9361111111111111,0.9314538920125883,0.9306517311173115
66,0.05315265567214401,0.17937818621349935,0.9361111111111111,0.9314538920125883,0.9306517311173115
67,0.05028210838359815,0.18486387684954228,0.9333333333333333,0.9281637717121589,0.9273159636062862
68,0.04981363200479084,0.18248062740183538,0.9333333333333333,0.9308566131414386,0.9278050990373838
69,0.04470959928024698,0.17728989588277827,0.9361111111111111,0.9314538920125883,0.9306517311173115
70,0.04933636213342349,0.2073576953578999,0.9305555555555556,0.9275337103088299,0.9244599101058432
