model,mlflow_run_id,val_accuracy,val_macro_f1,val_weighted_f1
random_forest,144ee4b51a284cc283a5f342f88e8423,0.9666666666666667,0.9682539682539681,0.9656084656084656
logistic_regression,fe639d427fda4f36baeeb76f8362037f,0.6666666666666666,0.6333333333333333,0.6388888888888888
dummy_most_frequent,1d5f37e9b64f4ae59e49afb97657b68f,0.3333333333333333,0.1,0.16666666666666666
